sentence_id,dialect,sentence,tokens,pos_tags,token_count
162,Doha,بغيت اسوي مكالمة خارجية، لو سمحت.,بغيت اسوي مكالمة خارجية ، لو سمحت .,verb verb noun adj punc conj_sub verb punc,8
0,Rabat,كاين في اللاخر ديال هاد القاعة. انجيب ليك شويا دابا. و إلا حتاجيتي شي حاجا اخرى، قولها ليا.,كاين في اللاخر ديال هاد القاعة . انجيب ليك شويا دابا . و إلا حتاجيتي شي حاجا اخرى ، قولها ليا .,verb prep noun prep part noun punc verb pron noun adv punc conj part_restrict verb noun_quant noun adj punc verb pron punc,22
2,Rabat,واش كا دير التعديلات؟,واش كا دير التعديلات ؟,part_interrog part verb noun punc,5
4,Rabat,بغينا ناخدو طابلة حدا الشرجم.,بغينا ناخدو طابلة حدا الشرجم .,verb verb noun noun noun punc,6
5,Rabat,راه تما، مقابل مكتب استعلامات السياح بالضبط.,راه تما ، مقابل مكتب استعلامات السياح بالضبط .,part adv punc prep noun noun noun adv punc,9
9,Rabat,ما عمري سمعت هاد العنوان هنايا.,ما عمري سمعت هاد العنوان هنايا .,part_neg noun verb pron_dem noun adv punc,7
11,Rabat,سير نيشان حتا تشوف صيدلية.,سير نيشان حتا تشوف صيدلية .,verb adv conj_sub verb noun punc,6
12,Rabat,شنو هو اجدد لون هاد الموسم؟,شنو هو اجدد لون هاد الموسم ؟,adv_interrog pron adj_comp noun pron_dem noun punc,7
14,Rabat,في الحالة ديالي، راه غالبا على الخدمة، قليل للمتعة.,في الحالة ديالي ، راه غالبا على الخدمة ، قليل للمتعة .,prep noun noun punc part adv prep noun punc adv noun punc,12
15,Rabat,غادي نبقا يومين.,غادي نبقا يومين .,verb_pseudo verb noun punc,4
16,Rabat,بغيت بيرمانونت مجهد.,بغيت بيرمانونت مجهد .,verb noun adj punc,4
17,Rabat,بغيت نحجز جوج غرف ثنائية.,بغيت نحجز جوج غرف ثنائية .,verb verb noun_num noun adj punc,6
18,Rabat,ما بغيتهوش منزوع.,ما بغيتهوش منزوع .,part_neg verb adj punc,4
19,Rabat,واش كا يحبس هاد الطوبيس في شارع ستونر؟,واش كا يحبس هاد الطوبيس في شارع ستونر ؟,part_interrog part verb pron_dem noun prep noun noun_prop punc,9
24,Rabat,حل فمك مزيان عافاك.,حل فمك مزيان عافاك .,verb noun adj interj punc,5
26,Rabat,شحال كا يدير الفطور؟,شحال كا يدير الفطور ؟,adv_interrog part verb noun punc,5
27,Rabat,كيفاش نقدر نعاونك؟,كيفاش نقدر نعاونك ؟,adv_interrog verb verb punc,4
29,Rabat,يالاه ناخدو شي حاجة ناكلوها.,يالاه ناخدو شي حاجة ناكلوها .,interj verb noun prep verb punc,6
30,Rabat,مع القنت التالت دور على ليسر.,مع القنت التالت دور على ليسر .,prep noun adj verb prep noun punc,7
31,Rabat,واخا تغسل هاد لحوايج؟,واخا تغسل هاد لحوايج ؟,part verb pron_dem noun punc,5
37,Rabat,غادي نعطيك رقم التلفون و العنوان ديالو.,غادي نعطيك رقم التلفون و العنوان ديالو .,verb_pseudo verb noun noun conj noun noun punc,8
38,Rabat,خلصت الماكلة و الأوطيل مسبقاً.,خلصت الماكلة و الأوطيل مسبقاً .,verb noun conj noun adv punc,6
40,Rabat,كا نقلب على شي مطعم زوين، وهادئ من نوع الشوا. واخا توريهم في هاد الخريطة؟,كا نقلب على شي مطعم زوين ، وهادئ من نوع الشوا . واخا توريهم في هاد الخريطة ؟,part verb prep part noun adj punc adj prep noun noun punc interj verb prep pron_dem noun punc,18
42,Rabat,الا هرسته، خاصك تشريه.,الا هرسته ، خاصك تشريه .,pron_rel verb punc verb verb punc,6
46,Rabat,غادي نقول ليها تعيط ليك منين ترجع.,غادي نقول ليها تعيط ليك منين ترجع .,verb_pseudo verb prep verb prep conj_sub verb punc,8
50,Rabat,واش تبغي لاكريم و السكر في القهوة ديالك؟,واش تبغي لاكريم و السكر في القهوة ديالك ؟,part_interrog verb noun conj noun prep noun noun punc,9
51,Rabat,راها مضروبة بزاف.,راها مضروبة بزاف .,part noun adv punc,4
52,Rabat,بغيت بريكا.,بغيت بريكا .,verb noun punc,3
53,Rabat,واش هاد الأوطيل فيه تجهيزات ديال المؤتمرات؟,واش هاد الأوطيل فيه تجهيزات ديال المؤتمرات ؟,part_interrog pron_dem noun prep noun prep noun punc,8
56,Rabat,واش ماشي مشكل ناخدو غير وجبة خفيفة؟,واش ماشي مشكل ناخدو غير وجبة خفيفة ؟,part_interrog part_neg noun verb adv noun adj punc,8
57,Rabat,كا نعيط من المطار. غادي نكون تما معا الربعة تقريباً.,كا نعيط من المطار . غادي نكون تما معا الربعة تقريباً .,part verb prep noun punc verb_pseudo verb adv prep noun adv punc,12
62,Rabat,منين نحول لشيكاغو؟,منين نحول لشيكاغو ؟,adv_interrog verb noun_prop punc,4
63,Rabat,بشحال نقدر نصيفط رسالة مسجلة لفرنسا؟,بشحال نقدر نصيفط رسالة مسجلة لفرنسا ؟,adv_interrog verb verb noun adj noun_prop punc,7
64,Rabat,تقدر تخلص الشيك ديالي ديال ميتين دولار؟,تقدر تخلص الشيك ديالي ديال ميتين دولار ؟,verb verb noun noun prep noun_num noun punc,8
68,Rabat,السياقة مختالفة بزاف من الجنب ليمن ديال الزنقة.,السياقة مختالفة بزاف من الجنب ليمن ديال الزنقة .,noun adj adv prep noun adj prep noun punc,9
69,Rabat,الممثل واعر بزاف.,الممثل واعر بزاف .,noun adj adv punc,4
72,Rabat,فين هو القسم ديال الكتاب الواقعي؟,فين هو القسم ديال الكتاب الواقعي ؟,adv_interrog pron noun prep noun adj punc,7
74,Rabat,إلا خصو يبان، عيط ليا عفاك.,إلا خصو يبان ، عيط ليا عفاك .,part_restrict verb verb punc verb prep interj punc,8
78,Rabat,تقدر تبدل ليا البلاصة عفاك؟,تقدر تبدل ليا البلاصة عفاك ؟,verb verb prep noun interj punc,6
79,Rabat,واش كاين شي ضمانة؟,واش كاين شي ضمانة ؟,part_interrog verb noun noun punc,5
83,Rabat,سمح ليا، غادي نتهلا في الكلب.,سمح ليا ، غادي نتهلا في الكلب .,verb prep punc verb_pseudo verb prep noun punc,8
84,Rabat,بغيت جوج وراق ل''كاتس ''، لهاد الخميس.,بغيت جوج وراق ل ' ' كاتس ' ' ، لهاد الخميس .,verb noun_num noun prep punc punc noun_prop punc punc punc pron_dem noun punc,13
86,Rabat,فين القهوة؟,فين القهوة ؟,adv_interrog noun punc,3
87,Rabat,بغيت تريكو ديال الدراري الصغار.,بغيت تريكو ديال الدراري الصغار .,verb noun prep noun adj punc,6
89,Rabat,شنو سميتك مرة خرا؟,شنو سميتك مرة خرا ؟,part_interrog noun noun adj punc,5
90,Rabat,واش كاين مستر براون؟,واش كاين مستر براون ؟,part_interrog verb noun noun_prop punc,5
91,Rabat,واخا. كايدير خمسة و تمانين دولار للبريد العادي و تلاتة دولار بالضبط زيادة للتوصيل الخاص.,واخا . كايدير خمسة و تمانين دولار للبريد العادي و تلاتة دولار بالضبط زيادة للتوصيل الخاص .,part punc verb noun_num conj noun_num noun noun adj conj noun_num noun adv noun noun adj punc,17
92,Rabat,نقدر نكري باطو لنهار؟,نقدر نكري باطو لنهار ؟,verb verb noun noun punc,5
93,Rabat,في إينا شرجم نقدر نحجز؟,في إينا شرجم نقدر نحجز ؟,prep pron_interrog noun verb verb punc,6
94,Rabat,شنو هوا هاذا؟,شنو هوا هاذا ؟,part_interrog pron pron_dem punc,4
96,Rabat,تقدر تقول ليا منين نمشي للأوبيرا؟,تقدر تقول ليا منين نمشي للأوبيرا ؟,verb verb prep part_interrog verb noun_prop punc,7
97,Rabat,ماكنتيش شويا سكران لبارح، أحبيبي؟,ماكنتيش شويا سكران لبارح ، أحبيبي ؟,verb noun adj noun punc noun punc,7
98,Rabat,عفاك تبع التعليمات ديال الطاقم ديالنا.,عفاك تبع التعليمات ديال الطاقم ديالنا .,interj verb noun prep noun noun punc,7
100,Rabat,واش كاين شي متجر شامل قريب من هنا؟,واش كاين شي متجر شامل قريب من هنا ؟,part_interrog verb noun noun adj adj prep adv punc,9
102,Rabat,عمر، عافاك.,عمر ، عافاك .,noun_prop punc interj punc,4
103,Rabat,واش كاينا شي غرفة أرخص؟,واش كاينا شي غرفة أرخص ؟,part_interrog verb noun noun adj_comp punc,6
104,Rabat,كا نفضل سيارة اوطوماتيك.,كا نفضل سيارة اوطوماتيك .,part_fut verb noun adj punc,5
105,Rabat,غادي نبقا في السكن الداخلي ديال جامعة هارفرد.,غادي نبقا في السكن الداخلي ديال جامعة هارفرد .,verb_pseudo verb prep noun adj prep noun noun_prop punc,9
106,Rabat,شنو هوا المعدل ديال هاد النهار؟,شنو هوا المعدل ديال هاد النهار ؟,part_interrog pron noun prep pron_dem noun punc,7
108,Rabat,كا نعاني من مرض الضيقة المزمنة.,كا نعاني من مرض الضيقة المزمنة .,part verb prep noun noun adj punc,7
109,Rabat,عندي تقريباً تلاتة آلاف دولار.,عندي تقريباً تلاتة آلاف دولار .,prep adv noun_num noun noun punc,6
111,Rabat,واخا، أسيدي. كا يجي معا فريت أو الروز. إينا واحد تبغي؟,واخا ، أسيدي . كا يجي معا فريت أو الروز . إينا واحد تبغي ؟,part punc noun punc part verb prep noun conj noun punc pron_interrog noun verb punc,15
112,Rabat,كيفاش نقدر نمشي لهاد لبلاصة؟,كيفاش نقدر نمشي لهاد لبلاصة ؟,adv_interrog verb verb pron_dem noun punc,6
113,Rabat,إينا نوع ديال القصة هذا؟,إينا نوع ديال القصة هذا ؟,pron_interrog noun prep noun pron_dem punc,6
115,Rabat,تلاتة ديال المرات.,تلاتة ديال المرات .,noun_num prep noun punc,4
116,Rabat,إينا شرجم كاي بيع التنابر؟,إينا شرجم كاي بيع التنابر ؟,pron_interrog noun part verb noun punc,6
117,Rabat,من بعد ما هجم عليا، هرب في سيارة بيضا.,من بعد ما هجم عليا ، هرب في سيارة بيضا .,prep noun conj_sub verb prep punc verb prep noun adj punc,11
119,Rabat,واخا. خلي عندك هاد البطاقة و قدمها منين تبغي تجي تديه.,واخا . خلي عندك هاد البطاقة و قدمها منين تبغي تجي تديه .,interj punc verb prep pron_dem noun conj verb conj_sub verb verb verb punc,13
120,Rabat,كون كنت فبلاصتك كون شريتو.,كون كنت فبلاصتك كون شريتو .,conj_sub verb noun conj_sub verb punc,6
122,Rabat,ألفين دولار. فلوس ولا بطاقة بنكية؟,ألفين دولار . فلوس ولا بطاقة بنكية ؟,noun_num noun punc noun conj noun adj punc,8
125,Rabat,بشحال الركبة فداك الضاية؟,بشحال الركبة فداك الضاية ؟,adv_interrog noun noun noun punc,5
128,Rabat,واش خصني نتجنب شي نوع ديال الماكلة فاش ناكل هاد الدوا؟,واش خصني نتجنب شي نوع ديال الماكلة فاش ناكل هاد الدوا ؟,part_interrog verb verb noun noun prep noun adv_interrog verb noun noun punc,12
129,Rabat,واش غادي نلقا شي صعوبة مع الديوانا؟,واش غادي نلقا شي صعوبة مع الديوانا ؟,part_interrog verb_pseudo verb noun noun prep noun punc,8
130,Rabat,واش عندك صبابط رسمية واسعة عند الصبع؟,واش عندك صبابط رسمية واسعة عند الصبع ؟,part_interrog prep noun adj adj prep noun punc,8
131,Rabat,ممكن تعطيني شي مشروب؟,ممكن تعطيني شي مشروب ؟,adv verb noun noun punc,5
133,Rabat,منين نوصلو للمتحف قولها ليا.,منين نوصلو للمتحف قولها ليا .,conj_sub verb noun verb prep punc,6
134,Rabat,واش هاد الطوبيس كايمشي لأوطيل الشيراطون؟,واش هاد الطوبيس كايمشي لأوطيل الشيراطون ؟,part_interrog pron_dem noun verb noun noun_prop punc,7
135,Rabat,شنو كاي عني داكشي؟,شنو كاي عني داكشي ؟,part_interrog part verb noun punc,5
136,Rabat,كاين الصهد شوية. واش نقدر نحل الشرجم؟,كاين الصهد شوية . واش نقدر نحل الشرجم ؟,verb noun noun punc part_interrog verb verb noun punc,9
138,Rabat,غير الدوش ماشي مشكل.,غير الدوش ماشي مشكل .,prep noun adj noun punc,5
139,Rabat,عيني حمرين بزاف.,عيني حمرين بزاف .,noun adj adv punc,4
140,Rabat,لا. نقدر نقتارح ثنائية لواحد؟ عندنا وحدة.,لا . نقدر نقتارح ثنائية لواحد ؟ عندنا وحدة .,part_neg punc verb verb noun noun punc prep adj punc,10
142,Rabat,منقدرش نضمن هادشي، ولكن غادي نديرو جهدنا.,منقدرش نضمن هادشي ، ولكن غادي نديرو جهدنا .,verb verb noun punc conj verb_pseudo verb noun punc,9
143,Rabat,بيرمانونت مجهد، عافاك.,بيرمانونت مجهد ، عافاك .,noun adj punc interj punc,5
144,Rabat,البحر كان كاي بان لتحت .,البحر كان كاي بان لتحت .,noun verb part verb prep punc,6
145,Rabat,بغات بيرا.,بغات بيرا .,verb noun punc,3
146,Rabat,خاصك عملية.,خاصك عملية .,adj noun punc,3
147,Rabat,زيدني البيض، عفاك.,زيدني البيض ، عفاك .,verb noun punc interj punc,5
148,Rabat,فين هيا محطة الطوبيس ديال سنطرال بارك؟,فين هيا محطة الطوبيس ديال سنطرال بارك ؟,adv_interrog pron noun noun prep noun_prop noun_prop punc,8
149,Rabat,طاكسي؟,طاكسي ؟,noun punc,2
151,Rabat,ها هو الساروت ديالك أسيدي. الغرفة خمسالاف و ستميا و طناش.,ها هو الساروت ديالك أسيدي . الغرفة خمسالاف و ستميا و طناش .,pron_dem pron noun noun noun punc noun noun_num conj noun_num conj noun_num punc,13
153,Rabat,عجبني التريكو ديالك.,عجبني التريكو ديالك .,verb noun noun punc,4
154,Rabat,تفضل.,تفضل .,verb punc,2
155,Rabat,ها حنا وصلنا. ها هو الأوطيل ديالك.,ها حنا وصلنا . ها هو الأوطيل ديالك .,pron_dem pron verb punc pron_dem pron noun prep punc,9
156,Rabat,وقتاش الماتش ديال الباسكيط؟,وقتاش الماتش ديال الباسكيط ؟,adv_interrog noun prep noun punc,5
157,Rabat,صباح الخير. كي داير؟,صباح الخير . كي داير ؟,noun noun punc adv_interrog adj punc,6
158,Rabat,سمح ليا خصني نشوف شي وثيقة ديال الهوية.,سمح ليا خصني نشوف شي وثيقة ديال الهوية .,verb prep verb verb noun noun prep noun punc,9
159,Rabat,شنو كان الإنطباع ديالك؟,شنو كان الإنطباع ديالك ؟,adv_interrog verb noun noun punc,5
160,Rabat,معلوم. تبغي القهوة ديالك معا العشا ولا من بعد؟,معلوم . تبغي القهوة ديالك معا العشا ولا من بعد ؟,interj punc verb noun noun prep noun conj prep noun punc,11
161,Rabat,غادي ناخد الرحلة طناش لطوكيو.,غادي ناخد الرحلة طناش لطوكيو .,verb_pseudo verb noun noun_num noun_prop punc,6
162,Rabat,بغيت ندير مكالمة بعيدة، عفاك.,بغيت ندير مكالمة بعيدة ، عفاك .,verb verb noun adj punc interj punc,7
0,Tunis,موجود في اخر الكولوار. و نجيبهولك توا. كان تستحق حاجة اخرى، قلي.,موجود في اخر الكولوار . و نجيبهولك توا . كان تستحق حاجة اخرى ، قلي .,adj prep adj_comp noun punc conj verb adv punc conj_sub verb noun adj punc verb punc,16
2,Tunis,تعملوا تبديلات؟,تعملوا تبديلات ؟,verb noun punc,3
4,Tunis,نحبوا طاولة قريبة مالشباك.,نحبوا طاولة قريبة مالشباك .,verb noun adj noun punc,5
5,Tunis,اهوكا غادي، بالضبط قدام البيرو متاع الارشادات السياحية.,اهوكا غادي ، بالضبط قدام البيرو متاع الارشادات السياحية .,pron_dem verb_pseudo punc adv prep noun noun noun adj punc,10
9,Tunis,عمري ما سمعت بالادريسة هاذي هوني.,عمري ما سمعت بالادريسة هاذي هوني .,noun part_neg verb noun pron_dem adv punc,7
11,Tunis,امشي طول طول حتى لين تشوف صيدلية.,امشي طول طول حتى لين تشوف صيدلية .,verb adv adv conj_sub conj_sub verb noun punc,8
12,Tunis,شنوة اجد لون الفصل هذا؟,شنوة اجد لون الفصل هذا ؟,pron_interrog adj noun noun pron_dem punc,6
14,Tunis,في الحالة متاعي انا، الكثرية للخدمة، و ساعات للتفرهيد.,في الحالة متاعي انا ، الكثرية للخدمة ، و ساعات للتفرهيد .,prep noun noun pron punc adj noun punc conj noun noun punc,12
15,Tunis,بش نقعد نهارين.,بش نقعد نهارين .,part_fut verb noun punc,4
16,Tunis,نحب برمانونت قوي.,نحب برمانونت قوي .,verb noun adj punc,4
17,Tunis,نحب نحجز زوز بيوت بزوز فروشات.,نحب نحجز زوز بيوت بزوز فروشات .,verb verb noun_num noun noun_num noun punc,7
18,Tunis,ما نحبوش يتجبد.,ما نحبوش يتجبد .,part_neg verb verb punc,4
19,Tunis,الكار هاذي تاقف في شارع ستونر؟,الكار هاذي تاقف في شارع ستونر ؟,noun pron_dem verb prep noun noun_prop punc,7
24,Tunis,عيشك حل فمك بالقدا.,عيشك حل فمك بالقدا .,noun verb noun noun punc,5
26,Tunis,بقداش فطور الصباح؟,بقداش فطور الصباح ؟,adv_interrog noun noun punc,4
27,Tunis,كيفاش انجم نعاونك؟,كيفاش انجم نعاونك ؟,adv_interrog verb verb punc,4
29,Tunis,هيا نمشيو ناكلوا قدمة.,هيا نمشيو ناكلوا قدمة .,interj verb verb noun punc,5
30,Tunis,دور الدورة الثالثة عاليسار.,دور الدورة الثالثة عاليسار .,verb noun adj noun punc,5
31,Tunis,ميسالش تنضف الحوايج هاذوما؟,ميسالش تنضف الحوايج هاذوما ؟,part verb noun pron_dem punc,5
37,Tunis,نعطيك نومرو التاليفون و الادريسة هاذوما.,نعطيك نومرو التاليفون و الادريسة هاذوما .,verb noun noun conj noun pron_dem punc,7
38,Tunis,خلصت الماكلة و الوتيل بالمسبق.,خلصت الماكلة و الوتيل بالمسبق .,verb noun conj noun adj punc,6
40,Tunis,نلوج في مشوى باهي و هادي. تنجم توريني وين عالخريطة هاذي؟,نلوج في مشوى باهي و هادي . تنجم توريني وين عالخريطة هاذي ؟,verb prep noun adj conj adj punc verb verb adv_interrog noun pron_dem punc,13
42,Tunis,الي يكسر حاجة يشريها.,الي يكسر حاجة يشريها .,pron_rel verb noun verb punc,5
46,Tunis,تو نقلها تكلمك دوب ما تروح.,تو نقلها تكلمك دوب ما تروح .,part_fut verb verb conj_sub conj_sub verb punc,7
50,Tunis,تحب كريمة و سكر في قهوتك؟,تحب كريمة و سكر في قهوتك ؟,verb noun conj noun prep noun punc,7
51,Tunis,جروحها خطيرة.,جروحها خطيرة .,noun adj punc,3
52,Tunis,نحب بريكية.,نحب بريكية .,verb noun punc,3
53,Tunis,الوتيل هذا فيه تجهيزات لكونفرونس؟,الوتيل هذا فيه تجهيزات لكونفرونس ؟,noun pron_dem noun noun noun punc,6
56,Tunis,ميسالش نعملو تحريشة و برا؟,ميسالش نعملو تحريشة و برا ؟,interj verb noun conj noun punc,6
57,Tunis,نكلم فيك مالمطار. نوصل لغادي مع الاربعة.,نكلم فيك مالمطار . نوصل لغادي مع الاربعة .,verb prep noun punc verb adv prep noun_num punc,9
62,Tunis,منين نحول لشيكاغو؟,منين نحول لشيكاغو ؟,adv_interrog verb noun_prop punc,4
63,Tunis,بقداش جواب مصوقر لفرانسا؟,بقداش جواب مصوقر لفرانسا ؟,adv_interrog noun adj noun_prop punc,5
64,Tunis,تنجم تصبلي ها الشاك بميتين دولار متاعي؟,تنجم تصبلي ها الشاك بميتين دولار متاعي ؟,verb verb pron_dem noun noun_num noun noun punc,8
68,Tunis,فما فرق كبير كيف تسوق عاليمين.,فما فرق كبير كيف تسوق عاليمين .,part noun adj adv_rel verb noun punc,7
69,Tunis,الممثل هذا طيارة بالحق.,الممثل هذا طيارة بالحق .,noun pron_dem noun adv punc,5
72,Tunis,وينو الجزء متاع الكتب اللي ميش ادبية؟,وينو الجزء متاع الكتب اللي ميش ادبية ؟,adv_interrog noun noun noun pron_rel part_neg adj punc,8
74,Tunis,لو لازم يضهر، كلمني عيشك.,لو لازم يضهر ، كلمني عيشك .,conj_sub verb verb punc verb noun punc,7
78,Tunis,ممكن تبدللي بقعتي؟,ممكن تبدللي بقعتي ؟,adj verb noun punc,4
79,Tunis,فما قارانطي؟,فما قارانطي ؟,part noun punc,3
83,Tunis,سامحني، تو نتلهى بالكلب.,سامحني ، تو نتلهى بالكلب .,verb punc part_fut verb noun punc,6
84,Tunis,اعطيني زوز تساكر متاع قطاطس، للخميس هذا.,اعطيني زوز تساكر متاع قطاطس ، للخميس هذا .,verb noun_num noun noun noun_prop punc noun pron_dem punc,9
86,Tunis,ويني القهوة؟,ويني القهوة ؟,adv_interrog noun punc,3
87,Tunis,نحب مريول متاع صغار.,نحب مريول متاع صغار .,verb noun noun noun punc,5
89,Tunis,تنجم تعاودلي اسمك؟,تنجم تعاودلي اسمك ؟,verb verb noun punc,4
90,Tunis,سي براون موجود؟,سي براون موجود ؟,abbrev noun_prop adj punc,4
91,Tunis,باهي. مراسلة عادية بخمسة و ثمانين سنت وزايدة تلاثة دولارات بالضبط للمراسلة اللي من النوع لبخاص.,باهي . مراسلة عادية بخمسة و ثمانين سنت وزايدة تلاثة دولارات بالضبط للمراسلة من النوع لبخاص .,interj punc noun adj noun_num conj noun_num noun adj noun_num noun adv noun prep noun adj punc,17
92,Tunis,انجم نكري بطو على نهار؟,انجم نكري بطو على نهار ؟,verb verb noun prep noun punc,6
93,Tunis,في انا شباك انجم نعمل حجز؟,في انا شباك انجم نعمل حجز ؟,prep pron noun verb verb noun punc,7
94,Tunis,شنوة هاذاكا؟,شنوة هاذاكا ؟,pron_interrog pron_dem punc,3
96,Tunis,تقلي كيفاش نمشي للاوبرا يعيشك؟,تقلي كيفاش نمشي للاوبرا يعيشك ؟,verb adv_interrog verb noun_prop interj punc,6
97,Tunis,موش كاينك سكرت شوية البارح، يا عزيزي؟,موش كاينك سكرت شوية البارح ، يا عزيزي ؟,part_neg verb verb noun noun punc part_voc adj punc,9
98,Tunis,عيشكم تبعو تعليمات الموضفين متاعنا.,عيشكم تبعو تعليمات الموضفين متاعنا .,noun verb noun noun noun punc,6
100,Tunis,فما حانوت شامل قريب من هنا؟,فما حانوت شامل قريب من هنا ؟,part noun adj adj prep adv punc,7
102,Tunis,عبيهولي للفم، عيشك.,عبيهولي للفم ، عيشك .,verb noun punc interj punc,5
103,Tunis,فما بيت ارخص؟,فما بيت ارخص ؟,part noun adj punc,4
104,Tunis,نفضل كرهبة اوتوماتيك.,نفضل كرهبة اوتوماتيك .,verb noun adj punc,4
105,Tunis,باش نقعد في مبيت جامعة هارفارد.,باش نقعد في مبيت جامعة هارفارد .,part verb prep noun noun noun_prop punc,7
106,Tunis,شنية القيمة اليوم؟,شنية القيمة اليوم ؟,pron_interrog noun noun punc,4
108,Tunis,مريض بضيق النفس المزمن.,مريض بضيق النفس المزمن .,adj noun noun adj punc,5
109,Tunis,عندي تقريبا تلاثة لاف دولار.,عندي تقريبا تلاثة لاف دولار .,prep adv noun_num noun_num noun punc,6
111,Tunis,باهي، يا سيدي. نحطلك معاه فريت ولا روز. شنوة تحب؟,باهي ، يا سيدي . نحطلك معاه فريت ولا روز . شنوة تحب ؟,interj punc part_voc noun punc verb prep noun conj noun punc pron_interrog verb punc,14
112,Tunis,كيفاش نمشي للبلاصة هاذي؟,كيفاش نمشي للبلاصة هاذي ؟,adv_interrog verb noun pron_dem punc,5
113,Tunis,شنية نوعها القصة هاذي؟,شنية نوعها القصة هاذي ؟,pron_interrog noun noun pron_dem punc,5
115,Tunis,تلاثة مرات.,تلاثة مرات .,noun_num noun punc,3
116,Tunis,انا هو الشباك اللي يبيع التنابر؟,انا هو الشباك اللي يبيع التنابر ؟,pron pron noun pron_rel verb noun punc,7
117,Tunis,بعد ما هجم علي، هرب في كميونة بيضة.,بعد ما هجم علي ، هرب في كميونة بيضة .,noun conj_sub verb prep punc verb prep noun adj punc,10
119,Tunis,باهي. خلي عندك التيكة هاذي و جيبها معاك كيف تجي بش تهزو.,باهي . خلي عندك التيكة هاذي و جيبها معاك كيف تجي بش تهزو .,interj punc verb prep noun pron_dem conj verb prep conj_sub verb conj_sub verb punc,14
120,Tunis,انا في بلاصتك نشريه.,انا في بلاصتك نشريه .,pron prep noun verb punc,5
122,Tunis,ميتين دولار. فلوس ولا كارطة؟,ميتين دولار . فلوس ولا كارطة ؟,noun_num noun punc noun conj noun punc,7
125,Tunis,قداش يلزم وقت عبور هاذي البركة؟,قداش يلزم وقت عبور هاذي البركة ؟,adv_interrog verb noun noun pron_dem noun punc,7
128,Tunis,فما ماكلة ما يلزمش ناكلها و انا نشرب في الدواء هذا؟,فما ماكلة ما يلزمش ناكلها و انا نشرب في الدواء هذا ؟,part noun part_neg verb verb conj pron verb prep noun pron_dem punc,12
129,Tunis,باش نلقى مشكلة مع الديوانة؟,باش نلقى مشكلة مع الديوانة ؟,part verb noun prep noun punc,6
130,Tunis,تبيعو صبابط رسمية يكونو واسعين من شيرة الصوابع؟,تبيعو صبابط رسمية يكونو واسعين من شيرة الصوابع ؟,verb noun adj verb adj prep noun noun punc,9
131,Tunis,من فضلك شوية شراب احمر؟,من فضلك شوية شراب احمر ؟,prep noun noun noun adj punc,6
133,Tunis,قلي كيف نوصلو للمتحف.,قلي كيف نوصلو للمتحف .,verb adv_interrog verb noun punc,5
134,Tunis,الكار هاذي تمشي لوتيل الشيراتون؟,الكار هاذي تمشي لوتيل الشيراتون ؟,noun pron_dem verb noun noun_prop punc,6
135,Tunis,قداش يطلعو؟,قداش يطلعو ؟,adv_interrog verb punc,3
136,Tunis,الدنية سخونة شوية. ميسالش نحل الشباك؟,الدنية سخونة شوية . ميسالش نحل الشباك ؟,noun adj noun punc part verb noun punc,8
138,Tunis,دوش يزي.,دوش يزي .,noun verb punc,3
139,Tunis,عينيا حمر.,عينيا حمر .,noun adj punc,3
140,Tunis,لا. تحب بيت فيها زوز فروشات نحسبوها لشخص برك؟ عنا وحدة.,لا . تحب بيت فيها زوز فروشات نحسبوها لشخص برك ؟ عنا وحدة .,part_neg punc verb noun prep noun_num noun verb noun adv punc prep noun punc,14
142,Tunis,ما انجمش نضمنلك، اما تو نعملو اللي انجمو.,ما انجمش نضمنلك ، اما تو نعملو اللي انجمو .,part_neg verb verb punc conj adv verb pron_rel verb punc,10
143,Tunis,نحب برمانونت قوية، عيشك.,نحب برمانونت قوية ، عيشك .,verb noun adj punc noun punc,6
144,Tunis,البحر كان يترا من بعيد تحتنا.,البحر كان يترا من بعيد تحتنا .,noun verb_pseudo verb prep adj prep punc,7
145,Tunis,تحب كعبة بيرا.,تحب كعبة بيرا .,verb noun noun punc,4
146,Tunis,يلزمك عملية.,يلزمك عملية .,verb noun punc,3
147,Tunis,زيدني عضم، عيشك.,زيدني عضم ، عيشك .,verb noun punc interj punc,5
148,Tunis,ويني محطة الكيران اللي تهز لسونترال بارك؟,ويني محطة الكيران اللي تهز لسونترال بارك ؟,adv_interrog noun noun pron_rel verb noun_prop noun_prop punc,8
149,Tunis,تكسيات؟,تكسيات ؟,noun punc,2
151,Tunis,تفضل مفتاحك، سيدي. بيت ستة و خمسين اثناش.,تفضل مفتاحك ، سيدي . بيت ستة و خمسين اثناش .,verb noun punc noun punc noun noun_num conj noun_num noun_num punc,11
153,Tunis,محلاه مريولك.,محلاه مريولك .,interj noun punc,3
154,Tunis,تفضل.,تفضل .,verb punc,2
155,Tunis,وصلنا. هذا الوتيل متاعك.,وصلنا . هذا الوتيل متاعك .,verb punc pron_dem noun prep punc,6
156,Tunis,وقتاش يبدا طرح الباسكات؟,وقتاش يبدا طرح الباسكات ؟,adv_interrog verb noun noun punc,5
157,Tunis,صباح الخير. لاباس؟,صباح الخير . لاباس ؟,noun noun punc adj punc,5
158,Tunis,سامحني لازمني نشوف اوراقك.,سامحني لازمني نشوف اوراقك .,verb verb verb noun punc,5
