sentence_id,dialect,sentence,pos_tags,,Checked,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
,,,,,FALSE,
